sku,supplier,ai_major_category_he,ai_major_category_slug,ai_subcategory_he,ai_subcategory_slug,ai_confidence
1788,Comfort,תיקים וארנקים,bags-travel,נסיעות ומזוודות,travel-luggage,0.92
1670,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
1867,Comfort,גאדג'טים וטכנולוגיה,gadgets-tech,מטענים וסוללות,chargers-batteries,0.9
1891,Comfort,"פנאי, טיולים ובית",leisure-home-outdoors,מטבח ואירוח,kitchen-hosting,0.9
OM3050,Kraus,תיקים וארנקים,bags-travel,תיקי צד וכנסים,tote-business-bags,0.9
KR7543,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,מטבח ואירוח,kitchen-hosting,0.85
1854,Comfort,"פנאי, טיולים ובית",leisure-home-outdoors,קמפינג וחוץ,camping-outdoors,0.7
2053,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,מחברות ומוצרי נייר,notebooks-paper,0.9
1940,Comfort,תיקים וארנקים,bags-travel,תיקי גב,backpacks,0.95
KR5266,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
2049,Comfort,גאדג'טים וטכנולוגיה,gadgets-tech,אביזרים למחשב וסלולר,computer-mobile-accessories,0.6
2059,Comfort,בקבוקים ושתייה,drinkware,בקבוקים,bottles,0.95
1047,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,ציוד משרדי,office-supplies,0.9
GB702,Kraus,תיקים וארנקים,bags-travel,נסיעות ומזוודות,travel-luggage,0.9
1925,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
GB871,Kraus,תיקים וארנקים,bags-travel,תיקי צד וכנסים,tote-business-bags,0.9
1696,Comfort,כלי עבודה ושימוש,tools-utility,תאורה ופנסים,lighting-flashlights,0.88
KR433,Kraus,תיקים וארנקים,bags-travel,תיקי גב,backpacks,0.95
KR288,Kraus,תיקים וארנקים,bags-travel,תיקי גב,backpacks,0.95
KR2800,Kraus,ביגוד וטקסטיל,apparel-textiles,טקסטיל לבית ולחוף,home-beach-textiles,0.92
KR4993,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,קמפינג וחוץ,camping-outdoors,0.92
2071,Comfort,גאדג'טים וטכנולוגיה,gadgets-tech,שמע ורמקולים,audio-speakers,0.94
SW841,Kraus,תיקים וארנקים,bags-travel,נסיעות ומזוודות,travel-luggage,0.9
KR6105,Kraus,בקבוקים ושתייה,drinkware,בקבוקים,bottles,0.95
KR705,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,עיצוב הבית,home-decor,0.9
KR6705,Kraus,בקבוקים ושתייה,drinkware,ספלים וכוסות,cups-mugs,0.92
KR9729,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,מטבח ואירוח,kitchen-hosting,0.9
SW256,Kraus,תיקים וארנקים,bags-travel,תיקי גב,backpacks,0.95
KR9751,Kraus,בקבוקים ושתייה,drinkware,ספלים וכוסות,cups-mugs,0.95
1650,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.96
KR7060,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,עיצוב הבית,home-decor,0.9
2107,Comfort,"פנאי, טיולים ובית",leisure-home-outdoors,קמפינג וחוץ,camping-outdoors,0.92
KR9229,Kraus,בקבוקים ושתייה,drinkware,ספלים וכוסות,cups-mugs,0.95
KR9368,Kraus,בקבוקים ושתייה,drinkware,ספלים וכוסות,cups-mugs,0.95
GB549,Kraus,תיקים וארנקים,bags-travel,תיקי צד וכנסים,tote-business-bags,0.94
1936,Comfort,"פנאי, טיולים ובית",leisure-home-outdoors,מטבח ואירוח,kitchen-hosting,0.93
1708,Comfort,תיקים וארנקים,bags-travel,תיקי גב,backpacks,0.95
KR9436,Kraus,ביגוד וטקסטיל,apparel-textiles,טקסטיל לבית ולחוף,home-beach-textiles,0.88
KR6113,Kraus,בקבוקים ושתייה,drinkware,בקבוקים,bottles,0.95
1802,Comfort,תיקים וארנקים,bags-travel,נסיעות ומזוודות,travel-luggage,0.88
KR675,Kraus,כלי עבודה ושימוש,tools-utility,כלי מדידה,measuring-tools,0.95
1818,Comfort,בקבוקים ושתייה,drinkware,בקבוקים,bottles,0.95
1512,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.9
1743,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
1769,Comfort,גאדג'טים וטכנולוגיה,gadgets-tech,מטענים וסוללות,chargers-batteries,0.95
1346,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.8
SW620,Kraus,בקבוקים ושתייה,drinkware,בקבוקים,bottles,0.9
1753,Comfort,כלי עבודה ושימוש,tools-utility,תאורה ופנסים,lighting-flashlights,0.9
SP950,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,עיצוב הבית,home-decor,0.8
KR7000,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,משחקים ורוגע,games-leisure,0.7
KR4998,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,מטבח ואירוח,kitchen-hosting,0.8
1914,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,ציוד משרדי,office-supplies,0.8
GB488,Kraus,תיקים וארנקים,bags-travel,תיקי צד וכנסים,tote-business-bags,0.9
KR6144,Kraus,בקבוקים ושתייה,drinkware,בקבוקים,bottles,0.9
KR6422,Kraus,גאדג'טים וטכנולוגיה,gadgets-tech,אביזרים למחשב וסלולר,computer-mobile-accessories,0.8
MI4000,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,קמפינג וחוץ,camping-outdoors,0.8
3000,Comfort,תיקים וארנקים,bags-travel,נסיעות ומזוודות,travel-luggage,0.7
1458,Comfort,"פנאי, טיולים ובית",leisure-home-outdoors,עיצוב הבית,home-decor,0.7
1576,Comfort,יודאיקה ומתנות,judaica-gifts,מתנות כלליות,general-gifts,0.6
KR7716,Kraus,יודאיקה ומתנות,judaica-gifts,מתנות כלליות,general-gifts,0.6
1938,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.9
106,Comfort,יודאיקה ומתנות,judaica-gifts,יודאיקה,judaica,0.9
KR6106,Kraus,בקבוקים ושתייה,drinkware,בקבוקים,bottles,0.8
KR7518,Kraus,ביגוד וטקסטיל,apparel-textiles,טקסטיל לבית ולחוף,home-beach-textiles,0.9
KR9196,Kraus,גאדג'טים וטכנולוגיה,gadgets-tech,מטענים וסוללות,chargers-batteries,0.9
KR7977,Kraus,גאדג'טים וטכנולוגיה,gadgets-tech,אביזרים למחשב וסלולר,computer-mobile-accessories,0.7
KR9554,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,מטבח ואירוח,kitchen-hosting,0.9
1571,Comfort,יודאיקה ומתנות,judaica-gifts,מתנות כלליות,general-gifts,0.75
KR7300,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,ציוד משרדי,office-supplies,0.9
1531,Comfort,תיקים וארנקים,bags-travel,תיקי גב,backpacks,0.9
KR2020,Kraus,ביגוד וטקסטיל,apparel-textiles,כובעים,hats-caps,0.9
KR4080,Kraus,תיקים וארנקים,bags-travel,נסיעות ומזוודות,travel-luggage,0.9
1668,Comfort,גאדג'טים וטכנולוגיה,gadgets-tech,אביזרים למחשב וסלולר,computer-mobile-accessories,0.85
KR6741,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,מטבח ואירוח,kitchen-hosting,0.85
KR9234,Kraus,בקבוקים ושתייה,drinkware,ספלים וכוסות,cups-mugs,0.9
2105,Comfort,תיקים וארנקים,bags-travel,נסיעות ומזוודות,travel-luggage,0.95
1850,Comfort,"פנאי, טיולים ובית",leisure-home-outdoors,מטבח ואירוח,kitchen-hosting,0.9
KR6750,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,מטבח ואירוח,kitchen-hosting,0.85
KR6110,Kraus,בקבוקים ושתייה,drinkware,בקבוקים,bottles,0.95
KR5233,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.98
MI4009,Kraus,תיקים וארנקים,bags-travel,נסיעות ומזוודות,travel-luggage,0.9
KR6050,Kraus,בקבוקים ושתייה,drinkware,בקבוקים,bottles,0.95
KR6874,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,קמפינג וחוץ,camping-outdoors,0.7
KR4913,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,קמפינג וחוץ,camping-outdoors,0.95
1729,Comfort,יודאיקה ומתנות,judaica-gifts,מתנות כלליות,general-gifts,0.85
1257,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,מחברות ומוצרי נייר,notebooks-paper,0.95
KR3001,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,מחברות ומוצרי נייר,notebooks-paper,0.95
KR2609,Kraus,ביגוד וטקסטיל,apparel-textiles,ביגוד,apparel,0.95
SP910,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,עיצוב הבית,home-decor,0.9
KR9114,Kraus,גאדג'טים וטכנולוגיה,gadgets-tech,אביזרים למחשב וסלולר,computer-mobile-accessories,0.95
KR9555,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,מטבח ואירוח,kitchen-hosting,0.86
KR815,Kraus,תיקים וארנקים,bags-travel,נסיעות ומזוודות,travel-luggage,0.82
OM3030,Kraus,תיקים וארנקים,bags-travel,תיקי צד וכנסים,tote-business-bags,0.9
1823,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
KR3961,Kraus,תיקים וארנקים,bags-travel,נסיעות ומזוודות,travel-luggage,0.7
KR6855,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,קמפינג וחוץ,camping-outdoors,0.7
KR9199,Kraus,גאדג'טים וטכנולוגיה,gadgets-tech,מטענים וסוללות,chargers-batteries,0.95
2112,Comfort,"פנאי, טיולים ובית",leisure-home-outdoors,קמפינג וחוץ,camping-outdoors,0.88
KR6988,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,קמפינג וחוץ,camping-outdoors,0.9
KR6799,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,מטבח ואירוח,kitchen-hosting,0.9
GB570,Kraus,תיקים וארנקים,bags-travel,תיקי גב,backpacks,0.8
1971,Comfort,כלי עבודה ושימוש,tools-utility,תאורה ופנסים,lighting-flashlights,0.9
SP750,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,עיצוב הבית,home-decor,0.6
1834,Comfort,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,0.4
KR9103,Kraus,גאדג'טים וטכנולוגיה,gadgets-tech,מטענים וסוללות,chargers-batteries,0.8
KR2510,Kraus,ביגוד וטקסטיל,apparel-textiles,ביגוד,apparel,0.95
KR9107,Kraus,גאדג'טים וטכנולוגיה,gadgets-tech,אביזרים למחשב וסלולר,computer-mobile-accessories,0.75
GB540,Kraus,תיקים וארנקים,bags-travel,תיקי צד וכנסים,tote-business-bags,0.85
359,Comfort,תיקים וארנקים,bags-travel,תיקי צד וכנסים,tote-business-bags,0.9
1798,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,מחברות ומוצרי נייר,notebooks-paper,0.95
KR6948,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,מטבח ואירוח,kitchen-hosting,0.85
2111,Comfort,תיקים וארנקים,bags-travel,תיקי צד וכנסים,tote-business-bags,0.85
OM2045,Kraus,תיקים וארנקים,bags-travel,תיקי מחשב,laptop-bags,0.95
KR5001,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.95
KR249,Kraus,תיקים וארנקים,bags-travel,תיקי גב,backpacks,0.95
KR9081,Kraus,גאדג'טים וטכנולוגיה,gadgets-tech,אביזרים למחשב וסלולר,computer-mobile-accessories,0.85
3038,Comfort,תיקים וארנקים,bags-travel,תיקי גב,backpacks,0.75
KR9779,Kraus,בקבוקים ושתייה,drinkware,ספלים וכוסות,cups-mugs,0.95
KR7512,Kraus,ביגוד וטקסטיל,apparel-textiles,טקסטיל לבית ולחוף,home-beach-textiles,0.95
1732,Comfort,יודאיקה ומתנות,judaica-gifts,מתנות כלליות,general-gifts,0.9
1835,Comfort,גאדג'טים וטכנולוגיה,gadgets-tech,אביזרים למחשב וסלולר,computer-mobile-accessories,0.85
KR1128,Kraus,יודאיקה ומתנות,judaica-gifts,מתנות כלליות,general-gifts,0.7
KR7547,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,מטבח ואירוח,kitchen-hosting,0.9
1761,Comfort,גאדג'טים וטכנולוגיה,gadgets-tech,מטענים וסוללות,chargers-batteries,0.75
GB873,Kraus,תיקים וארנקים,bags-travel,תיקי צד וכנסים,tote-business-bags,0.9
SN225,Kraus,תיקים וארנקים,bags-travel,תיקי צד וכנסים,tote-business-bags,0.9
KR8021,Kraus,גאדג'טים וטכנולוגיה,gadgets-tech,אביזרים למחשב וסלולר,computer-mobile-accessories,0.85
GB470,Kraus,תיקים וארנקים,bags-travel,תיקי צד וכנסים,tote-business-bags,0.9
1691,Comfort,תיקים וארנקים,bags-travel,תיקי גב,backpacks,0.9
1630,Comfort,גאדג'טים וטכנולוגיה,gadgets-tech,שמע ורמקולים,audio-speakers,0.95
KR6925,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,משחקים ורוגע,games-leisure,0.9
KR9785,Kraus,בקבוקים ושתייה,drinkware,ספלים וכוסות,cups-mugs,0.9
KR3251,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,מחברות ומוצרי נייר,notebooks-paper,0.95
KR9773,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,מטבח ואירוח,kitchen-hosting,0.9
1904,Comfort,גאדג'טים וטכנולוגיה,gadgets-tech,שמע ורמקולים,audio-speakers,0.95
1640,Comfort,גאדג'טים וטכנולוגיה,gadgets-tech,מטענים וסוללות,chargers-batteries,0.88
KR251,Kraus,תיקים וארנקים,bags-travel,תיקי גב,backpacks,0.9
628,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.9
KR5057,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.9
KR9243,Kraus,גאדג'טים וטכנולוגיה,gadgets-tech,אביזרים למחשב וסלולר,computer-mobile-accessories,0.88
GB701,Kraus,תיקים וארנקים,bags-travel,תיקי צד וכנסים,tote-business-bags,0.86
KR6956,Kraus,ביגוד וטקסטיל,apparel-textiles,טקסטיל לבית ולחוף,home-beach-textiles,0.86
KR9134,Kraus,גאדג'טים וטכנולוגיה,gadgets-tech,אביזרים למחשב וסלולר,computer-mobile-accessories,0.87
KR6708,Kraus,בקבוקים ושתייה,drinkware,ספלים וכוסות,cups-mugs,0.9
SN131,Kraus,ביגוד וטקסטיל,apparel-textiles,ביגוד,apparel,0.9
1950,Comfort,גאדג'טים וטכנולוגיה,gadgets-tech,שמע ורמקולים,audio-speakers,0.92
1935,Comfort,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.88
KR3030,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,מטבח ואירוח,kitchen-hosting,0.89
1750,Comfort,גאדג'טים וטכנולוגיה,gadgets-tech,אביזרים למחשב וסלולר,computer-mobile-accessories,0.86
KR9545,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,מטבח ואירוח,kitchen-hosting,0.9
KR703,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,משחקים ורוגע,games-leisure,0.92
KR9500,Kraus,"פנאי, טיולים ובית",leisure-home-outdoors,מטבח ואירוח,kitchen-hosting,0.9
SW607,Kraus,בקבוקים ושתייה,drinkware,בקבוקים,bottles,0.95
KR3070,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,מחברות ומוצרי נייר,notebooks-paper,0.7
KR9222,Kraus,כלי עבודה ושימוש,tools-utility,תאורה ופנסים,lighting-flashlights,0.92
KR5860,Kraus,כלי כתיבה ומוצרי נייר,writing-instruments-paper,עטים,pens,0.93
GB400,Kraus,תיקים וארנקים,bags-travel,נסיעות ומזוודות,travel-luggage,0.88
KR9306,Kraus,גאדג'טים וטכנולוגיה,gadgets-tech,אביזרים למחשב וסלולר,computer-mobile-accessories,0.9
KR1216,Kraus,כלי עבודה ושימוש,tools-utility,כלי עבודה ידניים,hand-tools,0.9
KR6118,Kraus,בקבוקים ושתייה,drinkware,בקבוקים,bottles,0.95
GB585,Kraus,תיקים וארנקים,bags-travel,נסיעות ומזוודות,travel-luggage,0.9
597,Comfort,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,UNCLASSIFIED,0.4
